ordinal,card_id,recipe_id,material_a_id,material_a_name_ko,material_b_id,material_b_name_ko,branch,actor_id,actor_modifier_form,receptor_id,receptor_noun_form,rule_type,rule_key,law_pair,rule_text_ko,generated_name_ko,result_class,flag_count,flags
110,forge__burn_03__odd_02,burn_03|odd_02,burn_03,눌어붙은 재,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,두 번 접힌 재,PRESSED_FIRE,0,
111,forge__burn_03__odd_03,burn_03|odd_03,burn_03,눌어붙은 재,odd_03,스스로 켜지는 초,LAW,burn_03,눌어붙은,odd_03,초,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,눌어붙은 초,BURNOUT,0,
112,forge__burn_03__odd_04,burn_03|odd_04,burn_03,눌어붙은 재,odd_04,뒤집힌 장갑,LAW,burn_03,눌어붙은,odd_04,장갑,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 장갑,SEARING,0,
113,forge__burn_03__odd_05,burn_03|odd_05,burn_03,눌어붙은 재,odd_05,노래하는 못,LAW,burn_03,눌어붙은,odd_05,못,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,눌어붙은 못,KINDLED,0,
114,forge__burn_03__odd_06,burn_03|odd_06,burn_03,눌어붙은 재,odd_06,자기를 재는 자,LAW,burn_03,눌어붙은,odd_06,자,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 자,INCINERATION,0,
115,forge__burn_03__ore_burn,burn_03|ore_burn,burn_03,눌어붙은 재,ore_burn,타는 조각,LAW,burn_03,눌어붙은,ore_burn,불씨,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,눌어붙은 불씨,BURNOUT,0,
116,forge__burn_03__ore_join,burn_03|ore_join,burn_03,눌어붙은 재,ore_join,엉긴 조각,LAW,burn_03,눌어붙은,ore_join,뭉치,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,눌어붙은 뭉치,KINDLED,0,
117,forge__burn_03__ore_rot,burn_03|ore_rot,burn_03,눌어붙은 재,ore_rot,삭은 조각,LAW,burn_03,눌어붙은,ore_rot,부스러기,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 부스러기,INCINERATION,0,
118,forge__burn_03__ore_scatter,burn_03|ore_scatter,burn_03,눌어붙은 재,ore_scatter,흩어지는 조각,LAW,burn_03,눌어붙은,ore_scatter,티끌,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 티끌,BLAST,0,
119,forge__burn_03__ore_still,burn_03|ore_still,burn_03,눌어붙은 재,ore_still,굳은 조각,LAW,ore_still,굳은,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,굳은 재,PRESSED_FIRE,0,
120,forge__burn_03__ore_wash,burn_03|ore_wash,burn_03,눌어붙은 재,ore_wash,씻긴 조각,LAW,burn_03,눌어붙은,ore_wash,속살,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 속살,SEARING,0,
121,forge__burn_03__rot_01,burn_03|rot_01,burn_03,눌어붙은 재,rot_01,딱지,LAW,burn_03,눌어붙은,rot_01,딱지,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 딱지,INCINERATION,0,
122,forge__burn_03__rot_02,burn_03|rot_02,burn_03,눌어붙은 재,rot_02,무른 뿌리,LAW,burn_03,눌어붙은,rot_02,뿌리,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 뿌리,INCINERATION,0,
123,forge__burn_03__rot_03,burn_03|rot_03,burn_03,눌어붙은 재,rot_03,곰팡이 꽃,LAW,burn_03,눌어붙은,rot_03,곰팡이,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 곰팡이,INCINERATION,0,
124,forge__burn_03__rot_04,burn_03|rot_04,burn_03,눌어붙은 재,rot_04,번지는 얼룩,LAW,burn_03,눌어붙은,rot_04,얼룩,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 얼룩,INCINERATION,0,
125,forge__burn_03__rot_05,burn_03|rot_05,burn_03,눌어붙은 재,rot_05,내려앉은 냄새,LAW,burn_03,눌어붙은,rot_05,냄새,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,눌어붙은 냄새,INCINERATION,0,
126,forge__burn_03__scat_01,burn_03|scat_01,burn_03,눌어붙은 재,scat_01,가벼운 뼈,LAW,burn_03,눌어붙은,scat_01,뼈,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 뼈,BLAST,0,
127,forge__burn_03__scat_02,burn_03|scat_02,burn_03,눌어붙은 재,scat_02,흩날리는 씨,LAW,burn_03,눌어붙은,scat_02,씨,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 씨,BLAST,0,
128,forge__burn_03__scat_03,burn_03|scat_03,burn_03,눌어붙은 재,scat_03,벗겨진 껍데기,LAW,burn_03,눌어붙은,scat_03,껍데기,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 껍데기,BLAST,0,
129,forge__burn_03__scat_04,burn_03|scat_04,burn_03,눌어붙은 재,scat_04,뜬 먼지,LAW,burn_03,눌어붙은,scat_04,먼지,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 먼지,BLAST,0,
130,forge__burn_03__scat_05,burn_03|scat_05,burn_03,눌어붙은 재,scat_05,마른 바람,LAW,burn_03,눌어붙은,scat_05,바람,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,눌어붙은 바람,BLAST,0,
131,forge__burn_03__still_01,burn_03|still_01,burn_03,눌어붙은 재,still_01,서리꽃,LAW,still_01,서리 낀,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,서리 낀 재,PRESSED_FIRE,0,
132,forge__burn_03__still_02,burn_03|still_02,burn_03,눌어붙은 재,still_02,멈춘 물방울,LAW,still_02,멈춘,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,멈춘 재,PRESSED_FIRE,0,
133,forge__burn_03__still_03,burn_03|still_03,burn_03,눌어붙은 재,still_03,잠긴 발자국,LAW,still_03,잠긴,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,잠긴 재,PRESSED_FIRE,0,
134,forge__burn_03__still_04,burn_03|still_04,burn_03,눌어붙은 재,still_04,굳은 숨,LAW,still_04,숨 멎은,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,숨 멎은 재,PRESSED_FIRE,0,
135,forge__burn_03__still_05,burn_03|still_05,burn_03,눌어붙은 재,still_05,그친 종소리,LAW,still_05,그친,burn_03,재,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,그친 재,PRESSED_FIRE,0,
136,forge__burn_03__tool_01,burn_03|tool_01,burn_03,눌어붙은 재,tool_01,도가니,CATALYST,tool_01,달궈진,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,달궈진 재,CATALYZED_BURN,0,
137,forge__burn_03__tool_02,burn_03|tool_02,burn_03,눌어붙은 재,tool_02,집게,CATALYST,tool_02,집어올린,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,집어올린 재,CATALYZED_BURN,0,
138,forge__burn_03__tool_03,burn_03|tool_03,burn_03,눌어붙은 재,tool_03,체,CATALYST,tool_03,걸러진,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,걸러진 재,CATALYZED_BURN,0,
139,forge__burn_03__tool_04,burn_03|tool_04,burn_03,눌어붙은 재,tool_04,등불,CATALYST,tool_04,밝혀진,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,밝혀진 재,CATALYZED_BURN,0,
140,forge__burn_03__tool_05,burn_03|tool_05,burn_03,눌어붙은 재,tool_05,계측기,CATALYST,tool_05,재어진,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,재어진 재,CATALYZED_BURN,1,NARROW_NOUN_ECHO
141,forge__burn_03__tool_06,burn_03|tool_06,burn_03,눌어붙은 재,tool_06,풀무,CATALYST,tool_06,불어넣은,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,불어넣은 재,CATALYZED_BURN,0,
142,forge__burn_03__tool_07,burn_03|tool_07,burn_03,눌어붙은 재,tool_07,저울,CATALYST,tool_07,달아본,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,달아본 재,CATALYZED_BURN,0,
143,forge__burn_03__tool_08,burn_03|tool_08,burn_03,눌어붙은 재,tool_08,표본 상자,CATALYST,tool_08,갈무리한,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,갈무리한 재,CATALYZED_BURN,0,
144,forge__burn_03__tool_09,burn_03|tool_09,burn_03,눌어붙은 재,tool_09,갱도 지도,CATALYST,tool_09,그려진,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,그려진 재,CATALYZED_BURN,0,
145,forge__burn_03__tool_10,burn_03|tool_10,burn_03,눌어붙은 재,tool_10,손수레,CATALYST,tool_10,실려온,burn_03,재,RESULT_CLASS,CATALYZED_BURN,,,실려온 재,CATALYZED_BURN,0,
146,forge__burn_03__wash_01,burn_03|wash_01,burn_03,눌어붙은 재,wash_01,맑은 눈물,LAW,burn_03,눌어붙은,wash_01,눈물,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 눈물,SEARING,0,
147,forge__burn_03__wash_02,burn_03|wash_02,burn_03,눌어붙은 재,wash_02,닳은 돌,LAW,burn_03,눌어붙은,wash_02,돌,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 돌,SEARING,0,
148,forge__burn_03__wash_03,burn_03|wash_03,burn_03,눌어붙은 재,wash_03,빈 껍질,LAW,burn_03,눌어붙은,wash_03,껍질,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 껍질,SEARING,0,
149,forge__burn_03__wash_04,burn_03|wash_04,burn_03,눌어붙은 재,wash_04,지워진 자국,LAW,burn_03,눌어붙은,wash_04,자국,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 자국,SEARING,0,
150,forge__burn_03__wash_05,burn_03|wash_05,burn_03,눌어붙은 재,wash_05,가라앉은 앙금,LAW,burn_03,눌어붙은,wash_05,앙금,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,눌어붙은 앙금,SEARING,0,
151,forge__burn_04__burn_05,burn_04|burn_05,burn_04,남은 열,burn_05,첫 불티,LAW,burn_04,뜨거운,burn_05,불티,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,뜨거운 불티,BURNOUT,0,
152,forge__burn_04__join_01,burn_04|join_01,burn_04,남은 열,join_01,엉킨 실,LAW,burn_04,뜨거운,join_01,실,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 실,KINDLED,0,
153,forge__burn_04__join_02,burn_04|join_02,burn_04,남은 열,join_02,붙은 손,LAW,burn_04,뜨거운,join_02,손,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 손,KINDLED,0,
154,forge__burn_04__join_03,burn_04|join_03,burn_04,남은 열,join_03,자란 매듭,LAW,burn_04,뜨거운,join_03,매듭,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 매듭,KINDLED,0,
155,forge__burn_04__join_04,burn_04|join_04,burn_04,남은 열,join_04,이어진 그림자,LAW,burn_04,뜨거운,join_04,그림자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 그림자,KINDLED,0,
156,forge__burn_04__join_05,burn_04|join_05,burn_04,남은 열,join_05,겹친 소리,LAW,burn_04,뜨거운,join_05,소리,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 소리,KINDLED,0,
157,forge__burn_04__odd_01,burn_04|odd_01,burn_04,남은 열,odd_01,걸어다니는 주전자,LAW,burn_04,뜨거운,odd_01,주전자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 주전자,KINDLED,0,
158,forge__burn_04__odd_02,burn_04|odd_02,burn_04,남은 열,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,두 번 접힌 열,PRESSED_FIRE,0,
159,forge__burn_04__odd_03,burn_04|odd_03,burn_04,남은 열,odd_03,스스로 켜지는 초,LAW,burn_04,뜨거운,odd_03,초,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,뜨거운 초,BURNOUT,0,
160,forge__burn_04__odd_04,burn_04|odd_04,burn_04,남은 열,odd_04,뒤집힌 장갑,LAW,burn_04,뜨거운,odd_04,장갑,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 장갑,SEARING,0,
161,forge__burn_04__odd_05,burn_04|odd_05,burn_04,남은 열,odd_05,노래하는 못,LAW,burn_04,뜨거운,odd_05,못,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 못,KINDLED,0,
162,forge__burn_04__odd_06,burn_04|odd_06,burn_04,남은 열,odd_06,자기를 재는 자,LAW,burn_04,뜨거운,odd_06,자,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 자,INCINERATION,0,
163,forge__burn_04__ore_burn,burn_04|ore_burn,burn_04,남은 열,ore_burn,타는 조각,LAW,burn_04,뜨거운,ore_burn,불씨,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,뜨거운 불씨,BURNOUT,0,
164,forge__burn_04__ore_join,burn_04|ore_join,burn_04,남은 열,ore_join,엉긴 조각,LAW,burn_04,뜨거운,ore_join,뭉치,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,뜨거운 뭉치,KINDLED,0,
165,forge__burn_04__ore_rot,burn_04|ore_rot,burn_04,남은 열,ore_rot,삭은 조각,LAW,burn_04,뜨거운,ore_rot,부스러기,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 부스러기,INCINERATION,0,
166,forge__burn_04__ore_scatter,burn_04|ore_scatter,burn_04,남은 열,ore_scatter,흩어지는 조각,LAW,burn_04,뜨거운,ore_scatter,티끌,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 티끌,BLAST,0,
167,forge__burn_04__ore_still,burn_04|ore_still,burn_04,남은 열,ore_still,굳은 조각,LAW,ore_still,굳은,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,굳은 열,PRESSED_FIRE,0,
168,forge__burn_04__ore_wash,burn_04|ore_wash,burn_04,남은 열,ore_wash,씻긴 조각,LAW,burn_04,뜨거운,ore_wash,속살,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 속살,SEARING,0,
169,forge__burn_04__rot_01,burn_04|rot_01,burn_04,남은 열,rot_01,딱지,LAW,burn_04,뜨거운,rot_01,딱지,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 딱지,INCINERATION,0,
170,forge__burn_04__rot_02,burn_04|rot_02,burn_04,남은 열,rot_02,무른 뿌리,LAW,burn_04,뜨거운,rot_02,뿌리,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 뿌리,INCINERATION,0,
171,forge__burn_04__rot_03,burn_04|rot_03,burn_04,남은 열,rot_03,곰팡이 꽃,LAW,burn_04,뜨거운,rot_03,곰팡이,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 곰팡이,INCINERATION,0,
172,forge__burn_04__rot_04,burn_04|rot_04,burn_04,남은 열,rot_04,번지는 얼룩,LAW,burn_04,뜨거운,rot_04,얼룩,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 얼룩,INCINERATION,0,
173,forge__burn_04__rot_05,burn_04|rot_05,burn_04,남은 열,rot_05,내려앉은 냄새,LAW,burn_04,뜨거운,rot_05,냄새,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,뜨거운 냄새,INCINERATION,0,
174,forge__burn_04__scat_01,burn_04|scat_01,burn_04,남은 열,scat_01,가벼운 뼈,LAW,burn_04,뜨거운,scat_01,뼈,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 뼈,BLAST,0,
175,forge__burn_04__scat_02,burn_04|scat_02,burn_04,남은 열,scat_02,흩날리는 씨,LAW,burn_04,뜨거운,scat_02,씨,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 씨,BLAST,0,
176,forge__burn_04__scat_03,burn_04|scat_03,burn_04,남은 열,scat_03,벗겨진 껍데기,LAW,burn_04,뜨거운,scat_03,껍데기,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 껍데기,BLAST,0,
177,forge__burn_04__scat_04,burn_04|scat_04,burn_04,남은 열,scat_04,뜬 먼지,LAW,burn_04,뜨거운,scat_04,먼지,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 먼지,BLAST,0,
178,forge__burn_04__scat_05,burn_04|scat_05,burn_04,남은 열,scat_05,마른 바람,LAW,burn_04,뜨거운,scat_05,바람,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,뜨거운 바람,BLAST,0,
179,forge__burn_04__still_01,burn_04|still_01,burn_04,남은 열,still_01,서리꽃,LAW,still_01,서리 낀,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,서리 낀 열,PRESSED_FIRE,0,
180,forge__burn_04__still_02,burn_04|still_02,burn_04,남은 열,still_02,멈춘 물방울,LAW,still_02,멈춘,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,멈춘 열,PRESSED_FIRE,0,
181,forge__burn_04__still_03,burn_04|still_03,burn_04,남은 열,still_03,잠긴 발자국,LAW,still_03,잠긴,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,잠긴 열,PRESSED_FIRE,0,
182,forge__burn_04__still_04,burn_04|still_04,burn_04,남은 열,still_04,굳은 숨,LAW,still_04,숨 멎은,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,숨 멎은 열,PRESSED_FIRE,0,
183,forge__burn_04__still_05,burn_04|still_05,burn_04,남은 열,still_05,그친 종소리,LAW,still_05,그친,burn_04,열,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,그친 열,PRESSED_FIRE,0,
184,forge__burn_04__tool_01,burn_04|tool_01,burn_04,남은 열,tool_01,도가니,CATALYST,tool_01,달궈진,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,달궈진 열,CATALYZED_BURN,0,
185,forge__burn_04__tool_02,burn_04|tool_02,burn_04,남은 열,tool_02,집게,CATALYST,tool_02,집어올린,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,집어올린 열,CATALYZED_BURN,0,
186,forge__burn_04__tool_03,burn_04|tool_03,burn_04,남은 열,tool_03,체,CATALYST,tool_03,걸러진,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,걸러진 열,CATALYZED_BURN,0,
187,forge__burn_04__tool_04,burn_04|tool_04,burn_04,남은 열,tool_04,등불,CATALYST,tool_04,밝혀진,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,밝혀진 열,CATALYZED_BURN,0,
188,forge__burn_04__tool_05,burn_04|tool_05,burn_04,남은 열,tool_05,계측기,CATALYST,tool_05,재어진,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,재어진 열,CATALYZED_BURN,0,
189,forge__burn_04__tool_06,burn_04|tool_06,burn_04,남은 열,tool_06,풀무,CATALYST,tool_06,불어넣은,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,불어넣은 열,CATALYZED_BURN,0,
190,forge__burn_04__tool_07,burn_04|tool_07,burn_04,남은 열,tool_07,저울,CATALYST,tool_07,달아본,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,달아본 열,CATALYZED_BURN,0,
191,forge__burn_04__tool_08,burn_04|tool_08,burn_04,남은 열,tool_08,표본 상자,CATALYST,tool_08,갈무리한,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,갈무리한 열,CATALYZED_BURN,0,
192,forge__burn_04__tool_09,burn_04|tool_09,burn_04,남은 열,tool_09,갱도 지도,CATALYST,tool_09,그려진,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,그려진 열,CATALYZED_BURN,0,
193,forge__burn_04__tool_10,burn_04|tool_10,burn_04,남은 열,tool_10,손수레,CATALYST,tool_10,실려온,burn_04,열,RESULT_CLASS,CATALYZED_BURN,,,실려온 열,CATALYZED_BURN,0,
194,forge__burn_04__wash_01,burn_04|wash_01,burn_04,남은 열,wash_01,맑은 눈물,LAW,burn_04,뜨거운,wash_01,눈물,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 눈물,SEARING,0,
195,forge__burn_04__wash_02,burn_04|wash_02,burn_04,남은 열,wash_02,닳은 돌,LAW,burn_04,뜨거운,wash_02,돌,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 돌,SEARING,0,
196,forge__burn_04__wash_03,burn_04|wash_03,burn_04,남은 열,wash_03,빈 껍질,LAW,burn_04,뜨거운,wash_03,껍질,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 껍질,SEARING,0,
197,forge__burn_04__wash_04,burn_04|wash_04,burn_04,남은 열,wash_04,지워진 자국,LAW,burn_04,뜨거운,wash_04,자국,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 자국,SEARING,0,
198,forge__burn_04__wash_05,burn_04|wash_05,burn_04,남은 열,wash_05,가라앉은 앙금,LAW,burn_04,뜨거운,wash_05,앙금,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,뜨거운 앙금,SEARING,0,
199,forge__burn_05__join_01,burn_05|join_01,burn_05,첫 불티,join_01,엉킨 실,LAW,burn_05,불붙은,join_01,실,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 실,KINDLED,0,
200,forge__burn_05__join_02,burn_05|join_02,burn_05,첫 불티,join_02,붙은 손,LAW,burn_05,불붙은,join_02,손,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 손,KINDLED,0,
201,forge__burn_05__join_03,burn_05|join_03,burn_05,첫 불티,join_03,자란 매듭,LAW,burn_05,불붙은,join_03,매듭,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 매듭,KINDLED,0,
202,forge__burn_05__join_04,burn_05|join_04,burn_05,첫 불티,join_04,이어진 그림자,LAW,burn_05,불붙은,join_04,그림자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 그림자,KINDLED,0,
203,forge__burn_05__join_05,burn_05|join_05,burn_05,첫 불티,join_05,겹친 소리,LAW,burn_05,불붙은,join_05,소리,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 소리,KINDLED,0,
204,forge__burn_05__odd_01,burn_05|odd_01,burn_05,첫 불티,odd_01,걸어다니는 주전자,LAW,burn_05,불붙은,odd_01,주전자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 주전자,KINDLED,0,
205,forge__burn_05__odd_02,burn_05|odd_02,burn_05,첫 불티,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,burn_05,불티,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,두 번 접힌 불티,PRESSED_FIRE,0,
206,forge__burn_05__odd_03,burn_05|odd_03,burn_05,첫 불티,odd_03,스스로 켜지는 초,LAW,burn_05,불붙은,odd_03,초,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,불붙은 초,BURNOUT,0,
207,forge__burn_05__odd_04,burn_05|odd_04,burn_05,첫 불티,odd_04,뒤집힌 장갑,LAW,burn_05,불붙은,odd_04,장갑,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,불붙은 장갑,SEARING,0,
208,forge__burn_05__odd_05,burn_05|odd_05,burn_05,첫 불티,odd_05,노래하는 못,LAW,burn_05,불붙은,odd_05,못,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 못,KINDLED,0,
209,forge__burn_05__odd_06,burn_05|odd_06,burn_05,첫 불티,odd_06,자기를 재는 자,LAW,burn_05,불붙은,odd_06,자,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,불붙은 자,INCINERATION,0,
210,forge__burn_05__ore_burn,burn_05|ore_burn,burn_05,첫 불티,ore_burn,타는 조각,LAW,burn_05,불붙은,ore_burn,불씨,LAW,BURN|BURN,BURN|BURN,점화가 겹치면 남김없이 탄다.,불붙은 불씨,BURNOUT,0,
211,forge__burn_05__ore_join,burn_05|ore_join,burn_05,첫 불티,ore_join,엉긴 조각,LAW,burn_05,불붙은,ore_join,뭉치,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,불붙은 뭉치,KINDLED,0,
